lang,week,fear_mean,anger_mean,sadness_mean,disgust_mean,joy_mean,trust_mean,anticipation_mean,surprise_mean,danger_mean,weapon_mean,family_mean,flying_mean,animal_mean,health_mean,swimming_mean,place_house_mean,place_nature_mean,indoors_mean,outdoors_mean,romantic_mean,social_mean,friend_mean,stranger_mean,situation_childhood_mean,game_mean,music_mean,food_mean,object_inanimate_mean,object_animate_mean,negativity_mean,nightmare_index_mean,textlen_mean,words_mean,n_dreams,n_userdays
all,2024-10-07,0.2871045751633987,0.1858496732026144,0.266235294117647,0.1541045751633986,0.1412418300653594,0.2728888888888888,0.2140522875816993,0.6735555555555555,0.6650718954248367,0.1566078431372549,0.4600588235294118,0.1176601307189542,0.1779803921568627,0.2058496732026143,0.060313725490196,0.3273398692810457,0.2280522875816993,0.234156862745098,0.3968039215686274,0.3287385620915033,0.5293398692810458,0.3757712418300654,0.461562091503268,0.3066209150326797,0.1211176470588235,0.0707581699346405,0.059359477124183,0.0999019607843137,0.3792418300653595,0.0162581699346405,0.2648954248366013,391.8496732026144,77.93464052287581,153.0,125.0
all,2024-10-14,0.3261162790697674,0.2076744186046512,0.2535232558139535,0.1710174418604651,0.0979593023255814,0.2412209302325581,0.2029302325581395,0.6568546511627907,0.708860465116279,0.187703488372093,0.4242209302325582,0.1018662790697674,0.1607558139534884,0.2206046511627907,0.0411337209302325,0.3248953488372093,0.2345465116279069,0.2250872093023255,0.3966569767441861,0.2617558139534883,0.5146337209302325,0.372046511627907,0.4438488372093024,0.3018372093023256,0.1382616279069767,0.0558837209302325,0.1020523255813953,0.1078372093023256,0.3839883720930233,0.0699927325581395,0.3315406976744186,419.84302325581393,83.40116279069767,172.0,142.0
all,2024-10-21,0.3715038759689923,0.2311240310077519,0.3123953488372093,0.2033798449612402,0.1123488372093023,0.2643720930232558,0.2193488372093023,0.661124031007752,0.7018294573643411,0.1924341085271317,0.4873798449612403,0.1115891472868216,0.2116124031007751,0.2303488372093023,0.039,0.3561007751937984,0.2362945736434109,0.2426279069767442,0.4088294573643411,0.2497286821705426,0.5618527131782945,0.391922480620155,0.4864806201550387,0.3168062015503877,0.1205038759689922,0.0541860465116279,0.0914186046511627,0.1334418604651162,0.4144883720930232,0.0912403100775193,0.3495607235142119,452.2170542635659,91.34883720930232,129.0,107.0
all,2024-10-28,0.3456339285714285,0.2257946428571428,0.2719553571428571,0.1736607142857142,0.1181339285714285,0.2862857142857143,0.2447857142857142,0.6740982142857144,0.694955357142857,0.1999821428571428,0.5092678571428572,0.0996249999999999,0.2153125,0.2414910714285714,0.0643125,0.3688928571428572,0.2602053571428571,0.2514910714285714,0.4739464285714285,0.2605,0.5676517857142857,0.3829910714285714,0.4932142857142857,0.3289107142857143,0.1356339285714285,0.0728035714285714,0.0823749999999999,0.1191428571428571,0.4168482142857143,0.0520513392857143,0.3193809523809524,504.1785714285714,99.1875,112.0,95.0
all,2024-11-04,0.3663805309734513,0.248433628318584,0.3062389380530973,0.2002123893805309,0.1179026548672566,0.3092035398230088,0.2599557522123893,0.668504424778761,0.6969469026548674,0.2006548672566371,0.5295929203539823,0.114150442477876,0.1994867256637168,0.2624601769911504,0.0422477876106194,0.3789469026548672,0.2657610619469027,0.287433628318584,0.4781592920353982,0.2753362831858407,0.6373716814159291,0.4546637168141593,0.4587079646017698,0.3202389380530974,0.1342920353982301,0.0800442477876106,0.1179115044247787,0.1358318584070796,0.4221150442477876,0.0667632743362831,0.3386194690265487,600.1150442477876,117.87610619469028,113.0,101.0
all,2024-11-11,0.3410296296296295,0.1995999999999999,0.2517777777777777,0.1832074074074074,0.1192518518518518,0.2715999999999999,0.2330444444444444,0.6607111111111111,0.7187851851851851,0.1904888888888888,0.5124740740740741,0.1252592592592592,0.1801481481481481,0.219637037037037,0.0567407407407407,0.3513407407407407,0.2426148148148148,0.2416444444444444,0.3991407407407407,0.2974074074074074,0.5306296296296297,0.3431777777777778,0.4528666666666666,0.3305037037037037,0.1327555555555555,0.069237037037037,0.1095925925925925,0.1154074074074074,0.3914222222222222,0.0484777777777777,0.3179456790123456,419.4814814814815,84.19259259259259,135.0,109.0
all,2024-11-18,0.3289856115107913,0.1874676258992805,0.2503237410071942,0.1642877697841726,0.0997122302158273,0.2671726618705035,0.2210647482014388,0.682705035971223,0.6659064748201439,0.1587266187050359,0.516906474820144,0.0821223021582733,0.1982014388489208,0.2065035971223021,0.0347841726618705,0.3353741007194245,0.2354172661870503,0.2591870503597122,0.4102230215827337,0.2843525179856115,0.575884892086331,0.3688561151079136,0.4747050359712231,0.3234748201438849,0.119841726618705,0.0643381294964028,0.1293309352517985,0.1140071942446043,0.410546762589928,0.0493237410071942,0.3153597122302158,475.1151079136691,95.10791366906474,139.0,112.0
all,2024-11-25,0.3344962406015037,0.1875338345864661,0.272593984962406,0.1678045112781954,0.1050075187969924,0.2620375939849624,0.2221127819548872,0.6835263157894738,0.6813308270676692,0.1657142857142857,0.4714135338345864,0.0940375939849624,0.2125338345864661,0.2284736842105263,0.0568345864661654,0.3435112781954887,0.2559248120300751,0.2453082706766917,0.4164060150375939,0.2842631578947368,0.5478872180451126,0.3840451127819549,0.4811428571428572,0.3074285714285714,0.1230451127819549,0.041563909774436,0.0746992481203007,0.1266165413533834,0.4120075187969924,0.0570845864661654,0.3244661654135337,518.5864661654135,104.52631578947368,133.0,110.0
all,2024-12-02,0.3734636363636364,0.2385090909090909,0.2989272727272727,0.2001636363636363,0.1219909090909091,0.3146181818181818,0.2729818181818181,0.662090909090909,0.6897272727272727,0.1963545454545454,0.5005181818181819,0.1529727272727272,0.1594727272727272,0.2623818181818182,0.0527636363636363,0.3743090909090908,0.2479545454545454,0.2765727272727273,0.4376090909090908,0.3021999999999999,0.5923272727272727,0.3737545454545454,0.4722909090909091,0.3172545454545455,0.1342454545454545,0.0789454545454545,0.1054363636363636,0.1360636363636363,0.4215,0.0594613636363636,0.3320484848484848,624.2181818181818,122.86363636363636,110.0,97.0
all,2024-12-09,0.2918615384615384,0.1955692307692307,0.183,0.1332923076923076,0.112076923076923,0.2421307692307692,0.1998615384615384,0.6395461538461538,0.6631461538461538,0.164776923076923,0.4319076923076923,0.0824230769230769,0.1735461538461538,0.1963923076923076,0.0584846153846153,0.3204153846153846,0.2158076923076922,0.2150692307692307,0.4242538461538461,0.2699076923076923,0.5432692307692307,0.3357384615384615,0.4450769230769231,0.2977153846153846,0.1099461538461538,0.0523153846153846,0.084776923076923,0.0934153846153846,0.3781153846153846,0.023826923076923,0.2672589743589744,394.3307692307693,78.27692307692308,130.0,111.0
all,2024-12-16,0.3299661016949152,0.2216779661016949,0.2633983050847457,0.176686440677966,0.1220593220338983,0.2896101694915254,0.2654067796610169,0.6928135593220338,0.7151355932203389,0.2003474576271186,0.4872627118644068,0.136228813559322,0.2088898305084745,0.2280593220338983,0.0468728813559322,0.3549915254237288,0.251228813559322,0.2525169491525424,0.4157711864406779,0.3258559322033898,0.5567966101694916,0.393322033898305,0.5091864406779661,0.3073728813559321,0.1395677966101694,0.0855508474576271,0.1265254237288135,0.1284237288135593,0.4214915254237288,0.0420974576271186,0.3141073446327683,519.3135593220339,102.16949152542372,118.0,102.0
all,2024-12-23,0.2926666666666667,0.1885045045045045,0.2213243243243243,0.1472252252252252,0.0965585585585585,0.2437297297297297,0.208054054054054,0.6600540540540539,0.6652882882882882,0.1709009009009009,0.4568198198198198,0.0718288288288288,0.1581891891891892,0.2028738738738739,0.0277207207207207,0.3100900900900901,0.2101261261261261,0.2351981981981982,0.4226126126126125,0.2621801801801802,0.5347207207207207,0.3345585585585586,0.4691171171171171,0.2856576576576576,0.1166306306306306,0.0624504504504504,0.077027027027027,0.1003063063063063,0.3804864864864865,0.042286036036036,0.2965345345345345,395.3603603603604,79.43243243243244,111.0,97.0
all,2024-12-30,0.3740992907801418,0.2152624113475177,0.2946170212765957,0.199304964539007,0.0967872340425532,0.2809432624113475,0.2508156028368794,0.6822907801418441,0.7359858156028368,0.2059219858156028,0.5263262411347518,0.106354609929078,0.2288014184397163,0.2471347517730496,0.0371631205673758,0.3628652482269504,0.2519007092198582,0.2462978723404255,0.4378510638297872,0.2661843971631206,0.556290780141844,0.3835390070921986,0.4601843971631206,0.328886524822695,0.1325531914893617,0.0686382978723404,0.0968723404255319,0.1267163120567375,0.4250567375886524,0.0819556737588652,0.3714468085106382,528.2127659574468,106.3900709219858,141.0,117.0
all,2025-01-06,0.3309642857142856,0.2288357142857142,0.2835642857142857,0.1736214285714285,0.1165,0.2976857142857143,0.2487,0.6703214285714285,0.6760499999999999,0.1906857142857142,0.5111,0.1065285714285714,0.1442357142857142,0.2555571428571428,0.0586928571428571,0.3542285714285714,0.2324142857142857,0.2663642857142857,0.4208285714285714,0.2974428571428572,0.5848357142857143,0.4162071428571429,0.4848357142857142,0.3203142857142858,0.1301642857142857,0.0949214285714285,0.0992,0.1190214285714285,0.4005071428571428,0.0471535714285714,0.3136928571428571,495.9642857142857,98.22857142857144,140.0,121.0
all,2025-01-13,0.2798015873015873,0.1740079365079365,0.2226428571428571,0.1572301587301587,0.1322539682539682,0.2802460317460317,0.257984126984127,0.6664920634920636,0.6541825396825396,0.1808412698412698,0.4329920634920635,0.109063492063492,0.1992222222222222,0.2471031746031745,0.0466428571428571,0.3397380952380952,0.260031746031746,0.2473571428571429,0.4240714285714285,0.3826984126984127,0.5308095238095238,0.3787539682539682,0.4891269841269842,0.2984444444444444,0.1408174603174603,0.0869523809523809,0.1429206349206349,0.1227063492063492,0.399531746031746,0.0021706349206349,0.2532883597883598,464.8253968253968,89.31746031746032,126.0,91.0
all,2025-01-20,0.3713915662650602,0.2241807228915662,0.2932168674698795,0.1996506024096385,0.1193012048192771,0.2966927710843374,0.2491506024096386,0.7090361445783133,0.6898915662650602,0.1968975903614458,0.5422590361445783,0.108867469879518,0.1975180722891566,0.2439036144578313,0.0432831325301204,0.3707469879518072,0.2610361445783132,0.2709939759036144,0.4476746987951807,0.2869096385542168,0.5879036144578313,0.3792168674698795,0.5022831325301205,0.3582289156626506,0.142933734939759,0.0660301204819277,0.085789156626506,0.1337771084337349,0.4331987951807229,0.0641129518072289,0.3321987951807229,567.7710843373494,111.69277108433737,166.0,133.0
all,2025-01-27,0.3725724137931034,0.2171103448275862,0.2653310344827586,0.1867310344827586,0.1249655172413793,0.3075793103448276,0.2672137931034483,0.6993586206896553,0.6865103448275862,0.204951724137931,0.4836344827586206,0.1242344827586206,0.1933931034482758,0.271448275862069,0.0571793103448275,0.3666551724137931,0.2689172413793103,0.2761379310344827,0.4114620689655172,0.3247172413793103,0.5831103448275862,0.4175241379310345,0.5019448275862068,0.3354,0.1505448275862069,0.0984206896551724,0.1329793103448275,0.1358068965517241,0.4293448275862069,0.0441637931034482,0.3165057471264368,536.2206896551725,105.78620689655172,145.0,121.0
all,2025-02-03,0.3444424778761061,0.2192035398230088,0.2273716814159291,0.1720353982300884,0.1044955752212389,0.2561946902654867,0.2224955752212389,0.7040353982300884,0.7280353982300884,0.1891858407079646,0.4565398230088495,0.0979646017699115,0.20129203539823,0.2078230088495575,0.0430796460176991,0.3363893805309734,0.2333274336283186,0.2167787610619468,0.4350530973451327,0.2607256637168142,0.5529646017699115,0.3702212389380531,0.4927079646017699,0.3264601769911504,0.1202654867256637,0.0443274336283185,0.1181681415929203,0.1249380530973451,0.4210088495575221,0.0604181415929203,0.3287876106194689,477.6637168141593,95.46017699115043,113.0,98.0
all,2025-02-10,0.33965625,0.2035390625,0.2754375,0.1708203125,0.12153125,0.2936328125,0.247578125,0.6749453124999999,0.6822109375,0.1694062499999999,0.51515625,0.1240234375,0.171375,0.2264140625,0.0791406249999999,0.3374765624999999,0.243921875,0.2434765625,0.4564921875,0.29678125,0.573828125,0.39625,0.4465625,0.366359375,0.121375,0.0987734374999999,0.1085312499999999,0.1180781249999999,0.411015625,0.03978125,0.3109036458333333,454.59375,90.6015625,128.0,111.0
all,2025-02-17,0.3249637681159421,0.1871014492753623,0.2892101449275362,0.1637971014492753,0.1290217391304347,0.3102826086956521,0.2719130434782609,0.6865579710144928,0.6639347826086957,0.1874565217391304,0.4671811594202897,0.1291739130434782,0.2036884057971014,0.2436304347826087,0.0481304347826086,0.3732753623188405,0.2627971014492753,0.2749202898550724,0.4174855072463768,0.3364855072463768,0.5806811594202899,0.4348405797101449,0.4800507246376811,0.2959420289855072,0.1557681159420289,0.0984782608695652,0.0983478260869565,0.1335942028985507,0.4112028985507246,0.0216159420289855,0.2970144927536232,481.8550724637681,93.82608695652172,138.0,117.0
all,2025-02-24,0.3743102258251302,0.166008152866242,0.2531940706427331,0.151892090330052,0.1074330052113491,0.2942497510133179,0.2534768963520555,0.6866258714533873,0.7078608453966415,0.1890395830920671,0.4893903184713376,0.09898209612044,0.2030465083960625,0.2093508511870295,0.0531341053850608,0.362956965836711,0.2516305500868558,0.2441083497394325,0.4268585755645628,0.2877167805442965,0.5651028141285466,0.3661815865662999,0.4978972553561088,0.3201039490445859,0.1237125651418644,0.0444761088592935,0.0925021424435437,0.1241569426751592,0.4163600463231036,0.0355097568037058,0.3376887087434858,465.3566878980892,92.56050955414013,157.0,130.0
all,2025-03-03,0.3329306513409961,0.1919843390804597,0.2425056513409961,0.1728024904214559,0.1434147988505747,0.2880882662835249,0.2457854885057471,0.6808780172413793,0.689287164750958,0.206786254789272,0.4423654214559387,0.1161162356321839,0.167518438697318,0.2383815134099617,0.0612328544061302,0.3482235632183907,0.2452365900383141,0.2810792624521073,0.4144561781609195,0.319444061302682,0.5569735153256704,0.385876388888889,0.4465555076628352,0.2755290229885058,0.1531346264367816,0.0802335727969348,0.09475,0.1074841475095785,0.4017654214559387,0.0193042504789272,0.278159690293742,431.80689655172415,83.73103448275862,145.0,118.0
all,2025-03-10,0.3439999542526716,0.2136117881715708,0.2921700153711023,0.1770843031766944,0.1579595685111989,0.3384494675010979,0.2925786030595813,0.6863497932220759,0.6890527649685259,0.2116574623042014,0.529276405357927,0.1519126592007027,0.2615875786854047,0.2864159804567412,0.0968176511491728,0.3784575464792856,0.299832756916996,0.2875032114624505,0.4893585675596545,0.340896510393793,0.6119462560386473,0.440151460254721,0.5030322335675597,0.3818917892695067,0.1714972094129702,0.1023345776606646,0.1371072500365978,0.1671587798272581,0.450958982945396,0.0085119972368613,0.2837813430195676,653.1931818181819,123.4943181818182,176.0,143.0
all,2025-03-17,0.3291775147928994,0.2107396449704141,0.2841005917159763,0.1682899408284023,0.1270177514792899,0.2889585798816567,0.245076923076923,0.6745384615384615,0.6694852071005918,0.1858047337278106,0.5181005917159762,0.1308343195266272,0.2062426035502958,0.2265088757396449,0.0533136094674556,0.3532544378698224,0.2522662721893491,0.2502603550295857,0.4218106508875739,0.2977159763313609,0.5688224852071005,0.4301005917159764,0.4306449704142012,0.3194852071005917,0.1326094674556213,0.0815798816568047,0.0979289940828402,0.1199881656804733,0.4178284023668639,0.0400887573964497,0.3005700197238659,501.0650887573965,97.79289940828404,169.0,145.0
all,2025-03-24,0.3134827586206897,0.1930862068965517,0.2598620689655172,0.163103448275862,0.1371609195402298,0.2833908045977011,0.2612183908045977,0.6806551724137931,0.6581896551724139,0.1742183908045977,0.5238218390804599,0.1257816091954023,0.1538448275862068,0.2260574712643678,0.0470459770114942,0.3430057471264368,0.2367931034482759,0.2309425287356321,0.4438735632183908,0.3278045977011494,0.5571149425287357,0.4042931034482758,0.469367816091954,0.3254310344827587,0.1392758620689655,0.0774942528735632,0.0769367816091954,0.1116954022988505,0.406551724137931,0.0221077586206896,0.2733505747126436,463.3908045977012,92.15517241379312,174.0,144.0
all,2025-03-31,0.360221340388007,0.2435257936507936,0.2951155202821869,0.1922286155202821,0.0987746913580246,0.2964186507936507,0.2533298059964726,0.690935405643739,0.718907848324515,0.2100002204585538,0.5442469135802469,0.124574074074074,0.1830546737213403,0.2599572310405643,0.0497566137566137,0.3674971340388007,0.2569519400352733,0.2667193562610229,0.434378086419753,0.2806951058201059,0.5933977072310406,0.4081869488536154,0.4818302469135802,0.3689085097001763,0.1294541446208112,0.0862394179894179,0.1208390652557319,0.1289085097001763,0.4200432098765432,0.0751761463844797,0.3593068783068783,502.2962962962963,98.85185185185183,162.0,131.0
all,2025-04-07,0.387022997241457,0.2401924365253617,0.2736533806226425,0.1793635224905702,0.1272645386477509,0.3043210887800484,0.2645105415751844,0.6849643782018803,0.7440488093227495,0.2271546895231661,0.5397038084782977,0.1098760344536395,0.2135348899397624,0.250451472161234,0.0465020548330799,0.3652229071665822,0.2514919073354726,0.2656509457861847,0.4338771885379722,0.2770926645273884,0.5877508866745482,0.4119815768732759,0.4364168918538536,0.3449839272645386,0.1264306282722513,0.072279640263469,0.1052698586950402,0.129874809998311,0.4273690958734448,0.0542652705061082,0.340977190414532,560.869109947644,111.71204188481676,191.0,156.0
all,2025-04-14,0.3509073170731707,0.2165121951219512,0.2659414634146341,0.1802,0.105960975609756,0.2899414634146341,0.2491170731707317,0.6862585365853658,0.7217609756097563,0.196980487804878,0.5176487804878048,0.1075951219512195,0.1704048780487805,0.2379853658536585,0.0368292682926829,0.3508439024390244,0.2375024390243902,0.2545121951219512,0.4091951219512195,0.281780487804878,0.5566439024390244,0.3687317073170731,0.4770341463414634,0.3304878048780488,0.1295024390243902,0.0717951219512195,0.1202292682926829,0.1143951219512195,0.4060390243902439,0.0554390243902439,0.3402422764227642,466.21463414634144,93.2341463414634,205.0,168.0
all,2025-04-21,0.3093430911680911,0.1943355413105413,0.2630526590693257,0.1680667853751187,0.1147275641025641,0.2841376780626781,0.2424286799620132,0.6621022317188984,0.6709573361823361,0.2000375830959164,0.4874715811965812,0.1155649810066476,0.1617288461538461,0.2259289173789173,0.0624007834757834,0.3442671889838556,0.2352383665716999,0.2627718186134852,0.4370498575498576,0.2983340930674264,0.5745001424501425,0.3889192070275404,0.4659016381766382,0.3336042972459638,0.1395780151946818,0.0798996676163342,0.1241227207977208,0.1202895773979107,0.4107833570750237,0.0342668981481481,0.2997234647040203,494.7846153846154,98.23589743589744,195.0,153.0
